Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
29%	Office Supplies	Saint Paul	United States	ER-13855	Elpida Rittenbach	0	1	2018. 9. 6.	CA-2018-149223	55106	OFF-AP-10000358	Fellowes	Fellowes Basic Home/Office Series Surge Protectors	$23	6	Central	99	$78	Corporate	2018. 9. 11.	Standard Class	Minnesota	Appliances
35%	Office Supplies	Chicago	United States	RB-19465	Rick Bensley	0.2	1	2018. 8. 29.	CA-2018-158568	60610	OFF-PA-10003256	Avery	Avery Personal Creations Heavyweight Cards	$23	7	Central	100	$65	Home Office	2018. 9. 2.	Standard Class	Illinois	Paper
-11%	Technology	Chicago	United States	RB-19465	Rick Bensley	0.2	1	2018. 8. 29.	CA-2018-158568	60610	TEC-AC-10001767	SanDisk	SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card	-$11	3	Central	101	$96	Home Office	2018. 9. 2.	Standard Class	Illinois	Accessories
-170%	Office Supplies	Chicago	United States	RB-19465	Rick Bensley	0.8	1	2018. 8. 29.	CA-2018-158568	60610	OFF-BI-10002609	Avery	Avery Hidden Tab Dividers for Binding Systems	-$3	3	Central	102	$2	Home Office	2018. 9. 2.	Standard Class	Illinois	Binders
49%	Office Supplies	Rochester	United States	GZ-14470	Gary Zandusky	0	1	2018. 12. 1.	CA-2018-129903	55901	OFF-PA-10004040	Universal	Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)	$12	4	Central	103	$24	Consumer	2018. 12. 4.	Second Class	Minnesota	Paper
-11%	Technology	Aurora	United States	LC-16870	Lena Cacioppo	0.2	1	2017. 11. 13.	US-2017-156867	80013	TEC-AC-10001552	Logitech	Logitech K350 2.4Ghz Wireless Keyboard	-$27	6	West	104	$239	Consumer	2017. 11. 17.	Standard Class	Colorado	Accessories
-4%	Furniture	Aurora	United States	LC-16870	Lena Cacioppo	0.2	1	2017. 11. 13.	US-2017-156867	80013	FUR-FU-10004006	Deflect-o	Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting	-$4	3	West	105	$102	Consumer	2017. 11. 17.	Standard Class	Colorado	Furnishings
-70%	Office Supplies	Aurora	United States	LC-16870	Lena Cacioppo	0.7	1	2017. 11. 13.	US-2017-156867	80013	OFF-BI-10002794	Avery	"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"	-$26	3	West	106	$37	Consumer	2017. 11. 17.	Standard Class	Colorado	Binders
24%	Technology	Charlotte	United States	JM-15250	Janet Martin	0.2	1	2019. 11. 23.	CA-2019-119004	28205	TEC-AC-10003499	Memorex	Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive	$18	8	South	107	$74	Consumer	2019. 11. 28.	Standard Class	North Carolina	Accessories
8%	Technology	Charlotte	United States	JM-15250	Janet Martin	0.2	1	2019. 11. 23.	CA-2019-119004	28205	TEC-PH-10002844	Other	Speck Products Candyshell Flip Case	$2	1	South	108	$28	Consumer	2019. 11. 28.	Standard Class	North Carolina	Phones
33%	Office Supplies	Charlotte	United States	JM-15250	Janet Martin	0.2	1	2019. 11. 23.	CA-2019-119004	28205	OFF-AR-10000390	Newell	Newell Chalk Holder	$1	1	South	109	$3	Consumer	2019. 11. 28.	Standard Class	North Carolina	Art
20%	Technology	Orland Park	United States	PA-19060	Pete Armstrong	0.2	1	2017. 10. 15.	CA-2017-129476	60462	TEC-AC-10000844	Logitech	Logitech Gaming G510s - Keyboard	$68	5	Central	110	$340	Home Office	2017. 10. 20.	Standard Class	Illinois	Accessories
26%	Furniture	New York City	United States	CV-12805	Cynthia Voltz	0	1	2019. 12. 25.	CA-2019-146780	10035	FUR-FU-10001934	Other	Magnifier Swing Arm Lamp	$11	2	East	111	$42	Corporate	2019. 12. 30.	Standard Class	New York	Furnishings
30%	Office Supplies	Urbandale	United States	CL-12565	Clay Ludtke	0	1	2018. 11. 3.	CA-2018-128867	50322	OFF-AR-10000380	Hunt	Hunt PowerHouse Electric Pencil Sharpener, Blue	$23	2	Central	112	$76	Consumer	2018. 11. 10.	Standard Class	Iowa	Art
49%	Office Supplies	Urbandale	United States	CL-12565	Clay Ludtke	0	1	2018. 11. 3.	CA-2018-128867	50322	OFF-BI-10003981	Avery	"Avery Durable Plastic 1"" Binders"	$13	6	Central	113	$27	Consumer	2018. 11. 10.	Standard Class	Iowa	Binders
36%	Office Supplies	Columbus	United States	RC-19960	Ryan Crowe	0.2	1	2016. 8. 25.	CA-2016-115259	43229	OFF-FA-10000621	Other	OIC Colored Binder Clips, Assorted Sizes	$15	14	East	114	$40	Consumer	2016. 8. 27.	Second Class	Ohio	Fasteners
35%	Office Supplies	Columbus	United States	RC-19960	Ryan Crowe	0.2	1	2016. 8. 25.	CA-2016-115259	43229	OFF-EN-10002600	Other	Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2	$2	2	East	115	$5	Consumer	2016. 8. 27.	Second Class	Ohio	Envelopes
31%	Office Supplies	Columbus	United States	RC-19960	Ryan Crowe	0.2	1	2016. 8. 25.	CA-2016-115259	43229	OFF-PA-10004965	Xerox	Xerox 1921	$7	3	East	116	$24	Consumer	2016. 8. 27.	Second Class	Ohio	Paper
34%	Office Supplies	Columbus	United States	RC-19960	Ryan Crowe	0.2	1	2016. 8. 25.	CA-2016-115259	43229	OFF-EN-10002504	Tyvek	Tyvek  Top-Opening Peel & Seel Envelopes, Plain White	$44	6	East	117	$130	Consumer	2016. 8. 27.	Second Class	Ohio	Envelopes
21%	Furniture	Seattle	United States	DK-13090	Dave Kipp	0	1	2017. 3. 2.	CA-2017-110457	98103	FUR-TA-10001768	Hon	Hon Racetrack Conference Tables	$165	3	West	118	$788	Consumer	2017. 3. 6.	Standard Class	Washington	Tables
-73%	Office Supplies	Bristol	United States	GG-14650	Greg Guthrie	0.7	1	2017. 4. 5.	US-2017-136476	37620	OFF-BI-10003650	GBC	GBC DocuBind 300 Electric Binding Machine	-$116	1	South	119	$158	Corporate	2017. 4. 10.	Standard Class	Tennessee	Binders
39%	Furniture	Wilmington	United States	SC-20725	Steven Cartwright	0	1	2018. 6. 12.	CA-2018-103730	19805	FUR-FU-10002157	Other	Artistic Insta-Plaque	$18	3	East	120	$47	Consumer	2018. 6. 15.	First Class	Delaware	Furnishings
45%	Office Supplies	Wilmington	United States	SC-20725	Steven Cartwright	0	1	2018. 6. 12.	CA-2018-103730	19805	OFF-BI-10003910	DXL	DXL Angle-View Binders with Locking Rings by Samsill	$14	4	East	121	$31	Consumer	2018. 6. 15.	First Class	Delaware	Binders
28%	Office Supplies	Wilmington	United States	SC-20725	Steven Cartwright	0	1	2018. 6. 12.	CA-2018-103730	19805	OFF-ST-10000777	Other	Companion Letter/Legal File, Black	$63	6	East	122	$227	Consumer	2018. 6. 15.	First Class	Delaware	Storage
45%	Office Supplies	Wilmington	United States	SC-20725	Steven Cartwright	0	1	2018. 6. 12.	CA-2018-103730	19805	OFF-EN-10002500	Global	Globe Weis Peel & Seel First Class Envelopes	$52	9	East	123	$115	Consumer	2018. 6. 15.	First Class	Delaware	Envelopes
29%	Technology	Wilmington	United States	SC-20725	Steven Cartwright	0	1	2018. 6. 12.	CA-2018-103730	19805	TEC-PH-10003875	Other	KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7	$20	7	East	124	$68	Consumer	2018. 6. 15.	First Class	Delaware	Phones
-1%	Furniture	Houston	United States	AD-10180	Alan Dominguez	0.3	1	2016. 12. 26.	US-2016-152030	77041	FUR-CH-10004063	Global	Global Deluxe High-Back Manager's Chair	-$9	3	Central	125	$601	Home Office	2016. 12. 28.	Second Class	Texas	Chairs
-66%	Furniture	Bloomington	United States	PF-19165	Philip Fox	0.5	1	2016. 9. 20.	US-2016-134614	61701	FUR-TA-10004534	Bevis	Bevis 44 x 96 Conference Tables	-$408	6	Central	126	$618	Consumer	2016. 9. 25.	Standard Class	Illinois	Tables
-77%	Office Supplies	Phoenix	United States	TS-21610	Troy Staebel	0.7	1	2019. 11. 5.	US-2019-107272	85023	OFF-BI-10003274	Avery	Avery Durable Slant Ring Binders, No Labels	-$2	2	West	127	$2	Consumer	2019. 11. 12.	Standard Class	Arizona	Binders
13%	Office Supplies	Phoenix	United States	TS-21610	Troy Staebel	0.2	1	2019. 11. 5.	US-2019-107272	85023	OFF-ST-10002974	Other	Trav-L-File Heavy-Duty Shuttle II, Black	$30	7	West	128	$244	Consumer	2019. 11. 12.	Standard Class	Arizona	Storage
-11%	Furniture	Los Angeles	United States	LS-16975	Lindsay Shagiari	0.2	1	2018. 11. 6.	US-2018-125969	90004	FUR-CH-10001146	Global	Global Task Chair, Black	-$9	2	West	129	$81	Home Office	2018. 11. 10.	Second Class	California	Chairs
11%	Furniture	Los Angeles	United States	LS-16975	Lindsay Shagiari	0	1	2018. 11. 6.	US-2018-125969	90004	FUR-FU-10003773	Eldon	Eldon Cleatmat Plus Chair Mats for High Pile Carpets	$26	3	West	130	$239	Home Office	2018. 11. 10.	Second Class	California	Furnishings
-20%	Technology	Columbus	United States	DW-13585	Dorothy Wardle	0.4	1	2019. 2. 2.	US-2019-164147	43229	TEC-PH-10002293	Anker	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	-$12	5	East	131	$60	Corporate	2019. 2. 5.	First Class	Ohio	Phones
38%	Office Supplies	Columbus	United States	DW-13585	Dorothy Wardle	0.2	1	2019. 2. 2.	US-2019-164147	43229	OFF-PA-10002377	Xerox	Xerox 1916	$29	2	East	132	$78	Corporate	2019. 2. 5.	First Class	Ohio	Paper
33%	Office Supplies	Columbus	United States	DW-13585	Dorothy Wardle	0.2	1	2019. 2. 2.	US-2019-164147	43229	OFF-FA-10002780	Other	Staples	$7	9	East	133	$21	Corporate	2019. 2. 5.	First Class	Ohio	Fasteners
48%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	OFF-PA-10001804	Xerox	Xerox 195	$10	3	West	134	$20	Consumer	2018. 10. 19.	Standard Class	California	Paper
47%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	OFF-PA-10001736	Xerox	Xerox 1880	$17	1	West	135	$35	Consumer	2018. 10. 19.	Standard Class	California	Paper
30%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	OFF-AR-10001149	Sanford	Sanford Colorific Colored Pencils, 12/Box	$3	4	West	136	$12	Consumer	2018. 10. 19.	Standard Class	California	Art
49%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	OFF-FA-10002988	Other	Ideal Clamps	$2	2	West	137	$4	Consumer	2018. 10. 19.	Standard Class	California	Fasteners
35%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0.2	1	2018. 10. 13.	CA-2018-145583	95661	OFF-BI-10004781	GBC	GBC Wire Binding Strips	$27	3	West	138	$76	Consumer	2018. 10. 19.	Standard Class	California	Binders
28%	Office Supplies	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	OFF-SU-10001218	Fiskars	Fiskars Softgrip Scissors	$18	6	West	139	$66	Consumer	2018. 10. 19.	Standard Class	California	Supplies
48%	Furniture	Roseville	United States	LC-16885	Lena Creighton	0	1	2018. 10. 13.	CA-2018-145583	95661	FUR-FU-10001706	Other	Longer-Life Soft White Bulbs	$21	14	West	140	$43	Consumer	2018. 10. 19.	Standard Class	California	Furnishings
13%	Furniture	Philadelphia	United States	JD-15895	Jonathan Doherty	0.2	1	2018. 9. 5.	CA-2018-110366	19140	FUR-FU-10004848	Howard Miller	"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"	$10	2	East	141	$83	Corporate	2018. 9. 7.	Second Class	Pennsylvania	Furnishings
27%	Office Supplies	San Francisco	United States	SH-19975	Sally Hughsby	0	1	2019. 9. 18.	CA-2019-106180	94122	OFF-AR-10000940	Newell	Newell 343	$2	3	West	142	$9	Corporate	2019. 9. 23.	Standard Class	California	Art
47%	Office Supplies	San Francisco	United States	SH-19975	Sally Hughsby	0	1	2019. 9. 18.	CA-2019-106180	94122	OFF-EN-10004030	Other	Convenience Packs of Business Envelopes	$5	3	West	143	$11	Corporate	2019. 9. 23.	Standard Class	California	Envelopes
48%	Office Supplies	San Francisco	United States	SH-19975	Sally Hughsby	0	1	2019. 9. 18.	CA-2019-106180	94122	OFF-PA-10004327	Xerox	Xerox 1911	$69	3	West	144	$144	Corporate	2019. 9. 23.	Standard Class	California	Paper
26%	Office Supplies	Independence	United States	SG-20080	Sandra Glassco	0	1	2019. 12. 22.	CA-2019-155376	64055	OFF-AP-10001058	Sanyo	Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators	$218	3	Central	145	$839	Consumer	2019. 12. 27.	Standard Class	Missouri	Appliances
3%	Office Supplies	Pasadena	United States	HA-14920	Helen Andreada	0	1	2017. 9. 7.	CA-2017-110744	91104	OFF-ST-10003656	SAFCO	Safco Industrial Wire Shelving	$20	7	West	146	$672	Consumer	2017. 9. 12.	Standard Class	California	Storage
14%	Furniture	Newark	United States	MG-17680	Maureen Gastineau	0.2	1	2016. 10. 22.	CA-2016-110072	43055	FUR-FU-10000521	Seth Thomas	"Seth Thomas 14"" Putty-Colored Wall Clock"	$13	4	East	147	$94	Home Office	2016. 10. 28.	Standard Class	Ohio	Furnishings
27%	Technology	Franklin	United States	JE-16165	Justin Ellison	0	1	2018. 12. 5.	CA-2018-114489	53132	TEC-PH-10000215	Plantronics	Plantronics Cordless Phone Headset with In-line Volume - M214C	$104	11	Central	148	$384	Corporate	2018. 12. 9.	Standard Class	Wisconsin	Phones
4%	Technology	Franklin	United States	JE-16165	Justin Ellison	0	1	2018. 12. 5.	CA-2018-114489	53132	TEC-PH-10001448	Anker	Anker Astro 15000mAh USB Portable Charger	$6	3	Central	149	$150	Corporate	2018. 12. 9.	Standard Class	Wisconsin	Phones
30%	Furniture	Franklin	United States	JE-16165	Justin Ellison	0	1	2018. 12. 5.	CA-2018-114489	53132	FUR-CH-10000454	Hon	Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back	$586	8	Central	150	$1,952	Corporate	2018. 12. 9.	Standard Class	Wisconsin	Chairs
47%	Office Supplies	Franklin	United States	JE-16165	Justin Ellison	0	1	2018. 12. 5.	CA-2018-114489	53132	OFF-BI-10002735	GBC	GBC Prestige Therm-A-Bind Covers	$81	5	Central	151	$172	Corporate	2018. 12. 9.	Standard Class	Wisconsin	Binders
11%	Office Supplies	Scottsdale	United States	TW-21025	Tamara Willingham	0.2	1	2018. 3. 13.	CA-2018-158834	85254	OFF-AP-10000326	Belkin	Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection	$18	5	West	152	$158	Home Office	2018. 3. 16.	First Class	Arizona	Appliances
8%	Technology	Scottsdale	United States	TW-21025	Tamara Willingham	0.2	1	2018. 3. 13.	CA-2018-158834	85254	TEC-PH-10001254	Jabra	Jabra BIZ 2300 Duo QD Duo Corded Headset	$15	2	West	153	$203	Home Office	2018. 3. 16.	First Class	Arizona	Phones
45%	Office Supplies	San Jose	United States	SP-20650	Stephanie Phelps	0	1	2017. 5. 31.	CA-2017-124919	95123	OFF-PA-10001950	Southworth	Southworth 25% Cotton Antique Laid Paper & Envelopes	$26	7	West	154	$58	Corporate	2017. 6. 2.	First Class	California	Paper
46%	Office Supplies	San Jose	United States	SP-20650	Stephanie Phelps	0	1	2017. 5. 31.	CA-2017-124919	95123	OFF-PA-10002254	Xerox	Xerox 1883	$49	4	West	155	$106	Corporate	2017. 6. 2.	First Class	California	Paper
26%	Office Supplies	San Jose	United States	SP-20650	Stephanie Phelps	0	1	2017. 5. 31.	CA-2017-124919	95123	OFF-ST-10001590	Tenex	Tenex Personal Project File with Scoop Front Design, Black	$21	6	West	156	$81	Corporate	2017. 6. 2.	First Class	California	Storage
27%	Office Supplies	Seattle	United States	NK-18490	Neil Knudson	0	1	2017. 5. 28.	CA-2017-118948	98105	OFF-AR-10001547	Newell	Newell 311	$2	3	West	157	$7	Home Office	2017. 6. 3.	Standard Class	Washington	Art
11%	Furniture	Seattle	United States	DB-13060	Dave Brooks	0.2	1	2016. 3. 1.	CA-2016-104269	98115	FUR-CH-10004063	Global	Global Deluxe High-Back Manager's Chair	$51	2	West	158	$458	Consumer	2016. 3. 6.	Second Class	Washington	Chairs
47%	Office Supplies	Edmond	United States	NP-18670	Nora Paige	0	1	2018. 11. 20.	CA-2018-114104	73034	OFF-LA-10002475	Avery	Avery 519	$7	2	Central	159	$15	Consumer	2018. 11. 24.	Standard Class	Oklahoma	Labels
25%	Technology	Edmond	United States	NP-18670	Nora Paige	0	1	2018. 11. 20.	CA-2018-114104	73034	TEC-PH-10004536	Avaya	Avaya 5420 Digital phone	$236	7	Central	160	$945	Consumer	2018. 11. 24.	Standard Class	Oklahoma	Phones
45%	Office Supplies	Los Angeles	United States	TT-21070	Ted Trevino	0	1	2018. 5. 11.	CA-2018-162733	90045	OFF-PA-10002751	Xerox	Xerox 1920	$3	1	West	161	$6	Consumer	2018. 5. 12.	First Class	California	Paper
2%	Technology	Philadelphia	United States	EM-13960	Eric Murdock	0.2	1	2017. 12. 28.	CA-2017-119697	19134	TEC-AC-10003657	Other	Lenovo 17-Key USB Numeric Keypad	$1	2	East	162	$54	Consumer	2017. 12. 31.	Second Class	Pennsylvania	Accessories
47%	Office Supplies	Carlsbad	United States	RD-19900	Ruben Dartt	0	1	2018. 11. 16.	CA-2018-154508	88220	OFF-EN-10001990	Staple envelope	Staple envelope	$13	5	West	163	$28	Consumer	2018. 11. 20.	Standard Class	New Mexico	Envelopes
35%	Office Supplies	Seattle	United States	MJ-17740	Max Jones	0.2	1	2018. 11. 7.	CA-2018-113817	98115	OFF-BI-10004002	Wilson Jones	Wilson Jones International Size A4 Ring Binders	$10	2	West	164	$28	Consumer	2018. 11. 11.	Standard Class	Washington	Binders
28%	Office Supplies	San Antonio	United States	BM-11140	Becky Martin	0.2	1	2016. 9. 8.	CA-2016-139892	78207	OFF-AR-10004441	BIC	BIC Brite Liner Highlighters	$3	3	Central	165	$10	Consumer	2016. 9. 12.	Standard Class	Texas	Art
-17%	Technology	San Antonio	United States	BM-11140	Becky Martin	0.4	1	2016. 9. 8.	CA-2016-139892	78207	TEC-MA-10000822	Other	Lexmark MX611dhe Monochrome Laser Printer	-$1,360	8	Central	166	$8,160	Consumer	2016. 9. 12.	Standard Class	Texas	Machines
-21%	Office Supplies	San Antonio	United States	BM-11140	Becky Martin	0.2	1	2016. 9. 8.	CA-2016-139892	78207	OFF-ST-10000991	Space Solutions	Space Solutions HD Industrial Steel Shelving.	-$59	3	Central	167	$276	Consumer	2016. 9. 12.	Standard Class	Texas	Storage
-1%	Furniture	San Antonio	United States	BM-11140	Becky Martin	0.3	1	2016. 9. 8.	CA-2016-139892	78207	FUR-CH-10004287	SAFCO	SAFCO Arco Folding Chair	-$25	9	Central	168	$1,740	Consumer	2016. 9. 12.	Standard Class	Texas	Chairs
21%	Office Supplies	San Antonio	United States	BM-11140	Becky Martin	0.2	1	2016. 9. 8.	CA-2016-139892	78207	OFF-AR-10002656	Sanford	Sanford Liquid Accent Highlighters	$7	6	Central	169	$32	Consumer	2016. 9. 12.	Standard Class	Texas	Art
-255%	Office Supplies	San Antonio	United States	BM-11140	Becky Martin	0.8	1	2016. 9. 8.	CA-2016-139892	78207	OFF-AP-10002518	Kensington	Kensington 7 Outlet MasterPiece Power Center	-$454	5	Central	170	$178	Consumer	2016. 9. 12.	Standard Class	Texas	Appliances
6%	Technology	San Antonio	United States	BM-11140	Becky Martin	0.2	1	2016. 9. 8.	CA-2016-139892	78207	TEC-PH-10003931	Other	JBL Micro Wireless Portable Bluetooth Speaker	$9	3	Central	171	$144	Consumer	2016. 9. 12.	Standard Class	Texas	Phones
47%	Office Supplies	Los Angeles	United States	CS-12130	Chad Sievert	0	1	2016. 8. 5.	CA-2016-118962	90004	OFF-PA-10000659	Adams	Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”	$10	3	West	172	$21	Consumer	2016. 8. 9.	Standard Class	California	Paper
48%	Office Supplies	Los Angeles	United States	CS-12130	Chad Sievert	0	1	2016. 8. 5.	CA-2016-118962	90004	OFF-PA-10001144	Xerox	Xerox 1913	$53	2	West	173	$111	Consumer	2016. 8. 9.	Standard Class	California	Paper
6%	Furniture	Los Angeles	United States	CS-12130	Chad Sievert	0.2	1	2016. 8. 5.	CA-2016-118962	90004	FUR-CH-10003817	Global	Global Value Steno Chair, Gray	$21	7	West	174	$340	Consumer	2016. 8. 9.	Standard Class	California	Chairs
-250%	Office Supplies	Chicago	United States	JB-15400	Jennifer Braxton	0.8	1	2016. 9. 14.	US-2016-100853	60623	OFF-AP-10000891	Kensington	Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center	-$131	2	Central	175	$52	Corporate	2016. 9. 19.	Standard Class	Illinois	Appliances
33%	Office Supplies	Chicago	United States	JB-15400	Jennifer Braxton	0.2	1	2016. 9. 14.	US-2016-100853	60623	OFF-LA-10003148	Avery	Avery 51	$7	4	Central	176	$20	Corporate	2016. 9. 19.	Standard Class	Illinois	Labels
-250%	Office Supplies	Houston	United States	SJ-20500	Shirley Jackson	0.8	1	2019. 4. 21.	US-2019-152366	77036	OFF-AP-10002684	Acco	Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection	-$243	4	Central	177	$97	Consumer	2019. 4. 25.	Second Class	Texas	Appliances
-3%	Furniture	Newark	United States	JE-15745	Joel Eaton	0.3	1	2017. 11. 21.	US-2017-101511	43055	FUR-CH-10004698	Other	Padded Folding Chairs, Black, 4/Carton	-$11	7	East	178	$397	Consumer	2017. 11. 23.	Second Class	Ohio	Chairs
-24%	Office Supplies	Newark	United States	JE-15745	Joel Eaton	0.2	1	2017. 11. 21.	US-2017-101511	43055	OFF-SU-10002189	Acme	Acme Rosewood Handle Letter Opener	-$4	5	East	179	$16	Consumer	2017. 11. 23.	Second Class	Ohio	Supplies
43%	Office Supplies	New York City	United States	JK-15640	Jim Kriz	0	1	2017. 12. 15.	CA-2017-137225	10009	OFF-AR-10001940	Sanford	Sanford Colorific Eraseable Coloring Pencils, 12 Count	$1	1	East	180	$3	Home Office	2017. 12. 19.	Standard Class	New York	Art
8%	Office Supplies	Decatur	United States	DK-13150	David Kendrick	0.2	1	2016. 12. 5.	CA-2016-166191	62521	OFF-ST-10003455	Tenex	Tenex File Box, Personal Filing Tote with Lid, Black	$2	2	Central	181	$25	Corporate	2016. 12. 9.	Second Class	Illinois	Storage
19%	Technology	Decatur	United States	DK-13150	David Kendrick	0.2	1	2016. 12. 5.	CA-2016-166191	62521	TEC-AC-10004659	Imation	Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB	$77	7	Central	182	$409	Corporate	2016. 12. 9.	Second Class	Illinois	Accessories
26%	Technology	Monroe	United States	RM-19675	Robert Marley	0	1	2016. 11. 19.	CA-2016-158274	71203	TEC-PH-10003273	AT&T	AT&T TR1909W	$131	4	South	183	$504	Home Office	2016. 11. 24.	Second Class	Louisiana	Phones
28%	Technology	Monroe	United States	RM-19675	Robert Marley	0	1	2016. 11. 19.	CA-2016-158274	71203	TEC-PH-10004896	Nokia	Nokia Lumia 521 (T-Mobile)	$42	5	South	184	$150	Home Office	2016. 11. 24.	Second Class	Louisiana	Phones
25%	Technology	Monroe	United States	RM-19675	Robert Marley	0	1	2016. 11. 19.	CA-2016-158274	71203	TEC-AC-10002345	HP	HP Standard 104 key PS/2 Keyboard	$7	2	South	185	$29	Home Office	2016. 11. 24.	Second Class	Louisiana	Accessories
